Rank,Title,IsoAbbr,H index,SJR,Country,Region,Coverage,search
18021,Laeknabladid,Laeknabladid,12,"0,147",Iceland,Western Europe,"1945-1946, 1948, 1955-1964, 1973-1974, 1983, 2005-2020",Laeknabladid[Journal]
18044,Medizinhistorisches Journal,Medizinhist J,12,"0,112",Germany,Western Europe,1969-2020,Medizinhistorisches Journal[Journal]
18053,MMWR supplements,MMWR Suppl,12,,United States,Northern America,"2016, 2020",MMWR supplements[Journal]
18063,Nanobiomedicine,Nanobiomedicine (Rij),12,"0,561",United Kingdom,Western Europe,2014-2019,Nanobiomedicine[Journal]
18067,Neurospine,Neurospine,12,"1,036",South Korea,Asiatic Region,2018-2020,Neurospine[Journal]
18095,Pflege,Pflege,12,"0,148",Switzerland,Western Europe,1991-2020,Pflege[Journal]
18217,Therapeutic hypothermia and temperature management,Ther Hypothermia Temp Manag,12,"0,323",United States,Northern America,2014-2020,Therapeutic hypothermia and temperature management[Journal]
18232,Urologia,Urologia,12,"0,286",Italy,Western Europe,"1947-1949, 1960-1962, 1973-1988, 2010-2018, 2020",Urologia[Journal]
18237,Virologie,Virologie,12,"0,121",France,Western Europe,1997-2020,Virologie[Journal]
18250,Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery,Zhonghua Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,12,"0,112",China,Asiatic Region,"2005-2016, 2019-2020",Zhonghua er bi yan hou tou jing wai ke za zhi = Chinese journal of otorhinolaryngology head and neck surgery[Journal]
18313,Ambix,Ambix,11,"0,127",United Kingdom,Western Europe,"1937-1938, 1946, 1948-1949, 1951, 1953, 1956-1996, 1998, 2000-2020",Ambix[Journal]
18318,Angiologia,Angiologia,11,"0,111",Spain,Western Europe,"1949-1993, 1996-2018, 2020",Angiologia[Journal]
18399,Coloproctology,Coloproctology,11,"0,139",Germany,Western Europe,1998-2020,Coloproctology[Journal]
18408,Creative nursing,Creat Nurs,11,"0,174",United States,Northern America,1994-2020,Creative nursing[Journal]
18416,Deutsche Zeitschrift fur Philosophie,Dtsch Z Philos,11,"0,129",Germany,Western Europe,1953-2020,Deutsche Zeitschrift fur Philosophie[Journal]
18468,Geo-Eco-Trop,Geo Eco Trop,11,"0,257",Belgium,Western Europe,"1978-1988, 1990-1994, 1996-2019",Geo-Eco-Trop[Journal]
18486,HemaSphere,Hemasphere,11,"0,677",United States,Northern America,2017-2020,HemaSphere[Journal]
18494,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology,Hua Xi Kou Qiang Yi Xue Za Zhi,11,"0,141",China,Asiatic Region,1997-2020,Hua xi kou qiang yi xue za zhi = Huaxi kouqiang yixue zazhi = West China journal of stomatology[Journal]
18571,Jahrbucher fur Geschichte Osteuropas,Jahrb Gesch Osteur,11,"0,110",Germany,Western Europe,"1978, 1982, 1985-1986, 1999, 2001-2020",Jahrbucher fur Geschichte Osteuropas[Journal]
18666,Kyobu geka. The Japanese journal of thoracic surgery,Kyobu Geka,11,"0,109",Japan,Asiatic Region,1961-2020,Kyobu geka. The Japanese journal of thoracic surgery[Journal]
18674,Laryngoscope investigative otolaryngology,Laryngoscope Investig Otolaryngol,11,"1,134",United States,Northern America,2017-2019,Laryngoscope investigative otolaryngology[Journal]
18692,Margin,Margin,11,"0,201",United Kingdom,Western Europe,2007-2020,Margin[Journal]
18703,Medizinische Monatsschrift fur Pharmazeuten,Med Monatsschr Pharm,11,"0,114",Germany,Western Europe,1978-2020,Medizinische Monatsschrift fur Pharmazeuten[Journal]
18726,NASN school nurse (Print),NASN Sch Nurse,11,"0,134",United States,Northern America,2009-2020,NASN school nurse (Print)[Journal]
18731,Neuroepigenetics,Neuroepigenetics,11,"0,743",Netherlands,Western Europe,2015-2017,Neuroepigenetics[Journal]
18764,Photographies,Photographies,11,"0,170",United Kingdom,Western Europe,2008-2020,Photographies[Journal]
18769,Polimery w medycynie,Polim Med,11,"0,129",Poland,Eastern Europe,"1974-2016, 2019-2020",Polimery w medycynie[Journal]
18780,Primary dental journal,Prim Dent J,11,"0,143",United Kingdom,Western Europe,2012-2020,Primary dental journal[Journal]
18821,Proceedings of the Zoological Society,Proc Zool Soc,11,"0,271",India,Asiatic Region,2009-2020,Proceedings of the Zoological Society[Journal]
18824,Professioni infermieristiche,Prof Inferm,11,"0,157",Italy,Western Europe,1970-2020,Professioni infermieristiche[Journal]
18974,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns,Zhonghua Shao Shang Za Zhi,11,"0,134",China,Asiatic Region,2000-2020,Zhonghua shao shang za zhi = Zhonghua shaoshang zazhi = Chinese journal of burns[Journal]
19107,Byzantinische Zeitschrift,Byzantinische Z,10,"0,111",Germany,Western Europe,"1892-1913, 1919, 1924-1928, 1930-1942, 1950-1972, 1974-1990, 1992, 1994-2020",Byzantinische Zeitschrift[Journal]
19153,Current legal problems,Curr Leg Probl,10,"0,197",United Kingdom,Western Europe,"1983, 2014-2019",Current legal problems[Journal]
19168,Domes : digest of Middle East studies,Domes,10,"0,225",United States,Northern America,"1994, 1998, 2016, 2018-2020",Domes : digest of Middle East studies[Journal]
19178,Electronics,Electronics (Basel),10,"0,128",Bosnia and Herzegovina,Eastern Europe,2012-2020,Electronics[Journal]
19199,Fa yi xue za zhi,Fa Yi Xue Za Zhi,10,"0,174",China,Asiatic Region,1997-2020,Fa yi xue za zhi[Journal]
19205,Finisterra,Finisterra,10,"0,242",Portugal,Western Europe,"1978-1990, 1992-2002, 2007, 2012-2019",Finisterra[Journal]
19206,Fishes,Fishes,10,"0,526",Switzerland,Western Europe,2016-2020,Fishes[Journal]
19214,FP essentials,FP Essent,10,"0,203",United States,Northern America,2012-2020,FP essentials[Journal]
19234,Hermes,Hermes (Wiesb),10,"0,117",Germany,Western Europe,"1967-1969, 1971-1972, 1974, 1976-1977, 1979-1980, 1986-1987, 1996-2020",Hermes[Journal]
19267,Infrastructures,Infrastructures (Basel),10,"0,420",Switzerland,Western Europe,2016-2020,Infrastructures[Journal]
19356,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship,J Christ Nurs,10,"0,124",United States,Northern America,1984-2020,Journal of Christian nursing : a quarterly publication of Nurses Christian Fellowship[Journal]
19429,LDI issue brief,LDI Issue Brief,10,"0,505",United States,Northern America,"1999-2014, 2016-2018",LDI issue brief[Journal]
19435,"Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery",Lin Chung Er Bi Yan Hou Tou Jing Wai Ke Za Zhi,10,"0,117",China,Asiatic Region,1997-2020,"Lin chuang er bi yan hou tou jing wai ke za zhi = Journal of clinical otorhinolaryngology, head, and neck surgery[Journal]"
19458,Mondes En Developpement,Mondes Dev,10,"0,172",Belgium,Western Europe,"1977-1979, 1982-2020",Mondes En Developpement[Journal]
19459,Monumenta Nipponica,Monum Nihon,10,"0,112",Japan,Asiatic Region,"1979, 2001-2019",Monumenta Nipponica[Journal]
19490,Osteuropa,Osteuropa,10,"0,226",Germany,Western Europe,"1974, 1976, 1978-1979, 1984, 1986, 1996-2014, 2017, 2019-2020",Osteuropa[Journal]
19573,Psicooncologia,Psicooncologia (Pozuelo de Alarcon),10,"0,152",Spain,Western Europe,2008-2020,Psicooncologia[Journal]
19588,Rehabilitacion,Rehabilitacion (Madr),10,"0,115",Spain,Western Europe,"1973-1979, 1987-1991, 2005-2020",Rehabilitacion[Journal]
19638,Semergen,Semergen,10,"0,169",Spain,Western Europe,"2003, 2005-2020",Semergen[Journal]
19668,Symbolae Osloenses,Symb Oslo,10,"0,127",United Kingdom,Western Europe,"1922, 1924-1930, 1932-1942, 1944-1945, 1947-1950, 1952-1953, 1955-1961, 1963-1966, 1968-1973, 1975-2008, 2010-2020",Symbolae Osloenses[Journal]
19684,Traditio,Traditio,10,"0,101",United Kingdom,Western Europe,"1966, 1974-1978, 1980-1982, 1985-1987, 2002-2019",Traditio[Journal]
19722,Wulfenia,Wulfenia,10,"0,135",Austria,Western Europe,2007-2019,Wulfenia[Journal]
19728,Zhongguo gu shang = China journal of orthopaedics and traumatology,Zhongguo Gu Shang,10,"0,130",China,Asiatic Region,2008-2020,Zhongguo gu shang = China journal of orthopaedics and traumatology[Journal]
19884,BJS open,BJS Open,9,"0,974",United Kingdom,Western Europe,2017-2020,BJS open[Journal]
19892,Britannia (Society for the Promotion of Roman Studies),Britannia,9,"0,261",United Kingdom,Western Europe,"1970-1971, 1973-1995, 1999-2002, 2004-2005, 2011-2020",Britannia (Society for the Promotion of Roman Studies)[Journal]
19957,Die Medizinische Welt,Med Welt,9,"0,101",Germany,Western Europe,"1951, 1960-2017",Die Medizinische Welt[Journal]
19964,Eco.mont,Eco Mont,9,"0,280",Austria,Western Europe,2009-2020,Eco.mont[Journal]
20096,Innovations,Innovations,9,"0,215",United Kingdom,Western Europe,2001-2020,Innovations[Journal]
20151,Jahrbuch fur Wirtschaftsgeschichte,Jahrb Wirtschaftsgesch,9,"0,186",Germany,Western Europe,"1960-1996, 1999-2020",Jahrbuch fur Wirtschaftsgeschichte[Journal]
20178,Journal of educational evaluation for health professions,J Educ Eval Health Prof,9,"0,397",South Korea,Asiatic Region,2016-2020,Journal of educational evaluation for health professions[Journal]
20216,Journal of sport history,J Sport Hist,9,"0,139",United States,Northern America,"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010, 2012-2020",Journal of sport history[Journal]
20224,Journal of the Serbian Society for Computational Mechanics,J Serbian Soc Comput Mech,9,"0,229",Serbia,Eastern Europe,2012-2020,Journal of the Serbian Society for Computational Mechanics[Journal]
20225,Journal of the Southwest,J Southwest,9,"0,144",United States,Northern America,2001-2019,Journal of the Southwest[Journal]
20232,Kaku igaku. The Japanese journal of nuclear medicine,Kaku Igaku,9,"0,102",Japan,Asiatic Region,"1972-2017, 2019-2020",Kaku igaku. The Japanese journal of nuclear medicine[Journal]
20266,Medecine et sante tropicales,Med Sante Trop,9,"0,178",France,Western Europe,2012-2019,Medecine et sante tropicales[Journal]
20272,Meditsina truda i promyshlennaia ekologiia,Med Tr Prom Ekol,9,"0,241",Russian Federation,Eastern Europe,1965-2016,Meditsina truda i promyshlennaia ekologiia[Journal]
20278,"Mikrobiolohichnyi zhurnal (Kiev, Ukraine : 1993)",Mikrobiol Z,9,"0,116",Ukraine,Eastern Europe,"1993-2016, 2019-2020","Mikrobiolohichnyi zhurnal (Kiev, Ukraine : 1993)[Journal]"
20325,Parergon,Parergon,9,"0,103",Australia,Pacific Region,2002-2019,Parergon[Journal]
20337,Philologus,Philologus,9,"0,116",Germany,Western Europe,"1846, 1848-1849, 1851-1852, 1854-1860, 1863-1867, 1869-1870, 1872, 1874-1877, 1879-1880, 1882, 1887-1892, 1894-1908, 1911-1913, 1916-1918, 1920-1921, 1926-1929, 1931, 1933-1938, 1941, 1943-1944, 1948, 1954-2020",Philologus[Journal]
20447,Recherche en soins infirmiers,Rech Soins Infirm,9,"0,112",France,Western Europe,1996-2020,Recherche en soins infirmiers[Journal]
20464,Revista de la Facultad de Ciencias Medicas de Cordoba,Rev Fac Cienc Med Cordoba,9,,Argentina,Latin America,"1947, 1950-1970, 1972-1997, 1999-2016, 2020",Revista de la Facultad de Ciencias Medicas de Cordoba[Journal]
20501,Shanghai kou qiang yi xue = Shanghai journal of stomatology,Shanghai Kou Qiang Yi Xue,9,"0,119",China,Asiatic Region,2003-2020,Shanghai kou qiang yi xue = Shanghai journal of stomatology[Journal]
20529,Studies in ancient medicine,Stud Anc Med,9,"0,112",Netherlands,Western Europe,"1991, 1997, 2002-2005, 2009-2010, 2012-2018",Studies in ancient medicine[Journal]
20537,Subjectivity,Subjectivity,9,"0,531",United Kingdom,Western Europe,2015-2020,Subjectivity[Journal]
20547,"Tomography (Ann Arbor, Mich.)",Tomography,9,"1,074",United States,Northern America,2017-2020,"Tomography (Ann Arbor, Mich.)[Journal]"
20571,WHO South-East Asia journal of public health,WHO South East Asia J Public Health,9,"0,728",India,Asiatic Region,2016-2020,WHO South-East Asia journal of public health[Journal]
20587,Zeitschrift fur Ethnologie,Z Ethnol,9,"0,113",Germany,Western Europe,"1981, 2005-2015, 2017",Zeitschrift fur Ethnologie[Journal]
20591,Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,Zhongguo Ying Yong Sheng Li Xue Za Zhi,9,"0,161",China,Asiatic Region,"1997, 2000-2020",Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology[Journal]
20767,Archives of Razi Institute,Arch Razi Inst,8,"0,238",Iran,Middle East,2012-2020,Archives of Razi Institute[Journal]
20788,Atmospheric Environment: X,Atmos Environ X,8,"1,057",United Kingdom,Western Europe,2019-2020,Atmospheric Environment: X[Journal]
20796,Behaviormetrika,Behaviormetrika,8,"0,507",Japan,Asiatic Region,"1986, 2017-2020",Behaviormetrika[Journal]
20798,Berichte zur Wissenschaftsgeschichte,Ber Wiss,8,"0,109",Germany,Western Europe,1978-2020,Berichte zur Wissenschaftsgeschichte[Journal]
20882,Cybersecurity,Cybersecur (Singap),8,"0,374",United Kingdom,Western Europe,2018-2020,Cybersecurity[Journal]
20888,Dental Cadmos,Dent Cadmos,8,"0,120",Italy,Western Europe,"1965-1991, 2007-2020",Dental Cadmos[Journal]
20890,Dialogue,Dialogue Can Philos Assoc,8,"0,113",South Korea,Asiatic Region,2001-2020,Dialogue[Journal]
20952,Gesnerus,Gesnerus,8,"0,123",Switzerland,Western Europe,1946-2018,Gesnerus[Journal]
21141,Journal of the Korean Association of Oral and Maxillofacial Surgeons,J Korean Assoc Oral Maxillofac Surg,8,"0,403",South Korea,Asiatic Region,2017-2020,Journal of the Korean Association of Oral and Maxillofacial Surgeons[Journal]
21143,Journal of the Society of Christian Ethics,J Soc Christ Ethics,8,"0,187",United States,Northern America,2002-2019,Journal of the Society of Christian Ethics[Journal]
21168,Korean journal of medical education,Korean J Med Educ,8,"0,175",South Korea,Asiatic Region,"2015-2016, 2019-2020",Korean journal of medical education[Journal]
21196,Medicus,Medicus,8,"0,131",Croatia,Eastern Europe,2002-2019,Medicus[Journal]
21211,Monographs in human genetics,Monogr Hum Genet,8,"0,246",Switzerland,Western Europe,"1966-1968, 1972, 1975, 1977-1978, 2007-2011, 2016-2017",Monographs in human genetics[Journal]
21218,Narrative inquiry in bioethics,Narrat Inq Bioeth,8,"0,125",United States,Northern America,2011-2019,Narrative inquiry in bioethics[Journal]
21222,Neuphilologische Mitteilungen,Neuphilol Mitt,8,"0,100",Finland,Western Europe,"1971, 1974, 1977, 1980, 2002-2015, 2017-2019",Neuphilologische Mitteilungen[Journal]
21224,NeuroRegulation,NeuroRegulation,8,"0,233",United States,Northern America,2014-2020,NeuroRegulation[Journal]
21231,Northeast African Studies,Northeast Afr Stud,8,"0,102",United States,Northern America,"1985, 1999-2002, 2004, 2011-2018",Northeast African Studies[Journal]
21234,Nowotwory,Nowotwory,8,"0,115",Poland,Eastern Europe,1960-2020,Nowotwory[Journal]
21249,Organon F,Organon F (Bratisl),8,"0,238",Slovakia,Eastern Europe,2002-2020,Organon F[Journal]
21261,Pediatric emergency medicine practice,Pediatr Emerg Med Pract,8,"0,129",United States,Northern America,2013-2020,Pediatric emergency medicine practice[Journal]
21446,Saeculum,Saeculum,8,"0,101",Germany,Western Europe,"1950-2008, 2010-2019",Saeculum[Journal]
21452,Scientific African,Sci Afr,8,"0,298",Netherlands,Western Europe,2018-2020,Scientific African[Journal]
21514,Thought,Thought,8,"0,429",United States,Northern America,"2012, 2014-2020",Thought[Journal]
21526,Trauma und Berufskrankheit,Trauma Berufskrankh,8,"0,135",Germany,Western Europe,"2002, 2005-2019",Trauma und Berufskrankheit[Journal]
21537,Unterrichtswissenschaft,Unterrichtswissenschaft,8,"0,249",Germany,Western Europe,"2012-2014, 2017-2020",Unterrichtswissenschaft[Journal]
21565,Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation,Zhongguo Yi Liao Qi Xie Za Zhi,8,,China,Asiatic Region,"1997-2002, 2005-2016, 2020",Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation[Journal]
21720,Acadiensis,Acadiensis,7,"0,139",Canada,Northern America,"1981, 1984, 1989-1990, 2000, 2009-2019",Acadiensis[Journal]
21752,Amerikastudien,Amerikastudien,7,"0,101",Germany,Western Europe,"1983, 1999-2000, 2002-2017",Amerikastudien[Journal]
21759,Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery,Angiol Sosud Khir,7,"0,116",Russian Federation,Eastern Europe,2003-2020,Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery[Journal]
21775,Archaeology,Archaeology,7,"0,104",United States,Northern America,"1966, 1973, 1983-1984, 2002-2017",Archaeology[Journal]
21789,Asian anthropology,Asian Anthropol,7,"0,188",United Kingdom,Western Europe,"2002, 2015-2020",Asian anthropology[Journal]
21802,Australasian historical archaeology : journal of the Australasian Society for Historical Archaeology,Australas Hist Archaeol,7,"0,102",Australia,Pacific Region,"1999, 2001-2002, 2019",Australasian historical archaeology : journal of the Australasian Society for Historical Archaeology[Journal]
21855,Clio,Clio,7,"0,101",United States,Northern America,"1979-1980, 1984, 1987, 1999, 2001-2017, 2019",Clio[Journal]
21887,Current protocols in plant biology,Curr Protoc Plant Biol,7,"0,831",United States,Northern America,2017-2020,Current protocols in plant biology[Journal]
21896,Demografie,Demografie,7,"0,303",Czech Republic,Eastern Europe,"1976-1999, 2014-2020",Demografie[Journal]
21903,Digital journal of ophthalmology : DJO,Digit J Ophthalmol,7,"0,223",United States,Northern America,2013-2020,Digital journal of ophthalmology : DJO[Journal]
21950,Explorations in Renaissance culture,Explor Renaiss Cult,7,"0,101",Netherlands,Western Europe,"1976, 1996-2019",Explorations in Renaissance culture[Journal]
21964,Frontiers in Mechanical Engineering,Front Mech Eng,7,"0,381",Switzerland,Western Europe,2020,Frontiers in Mechanical Engineering[Journal]
22199,Journal of the Middle East and Africa,J Middle East Afr,7,"0,123",United Kingdom,Western Europe,"2010-2013, 2015-2020",Journal of the Middle East and Africa[Journal]
22219,Latomus,Latomus,7,"0,100",Belgium,Western Europe,"1971-1974, 1980, 2002-2018",Latomus[Journal]
22255,Medwave,Medwave,7,"0,178",Chile,Latin America,2014-2020,Medwave[Journal]
22273,Monographs in clinical cytology,Monogr Clin Cytol,7,"0,174",Switzerland,Western Europe,"1961, 1969, 1974, 1977, 1979, 1984-1986, 1988-1989, 1991, 1997, 2000, 2003, 2008-2012, 2017-2018, 2020",Monographs in clinical cytology[Journal]
22300,"Nursing New Zealand (Wellington, N.Z. : 1995)",Nurs N Z,7,"0,144",New Zealand,Pacific Region,1995-2020,"Nursing New Zealand (Wellington, N.Z. : 1995)[Journal]"
22308,Otorinolaringologia,Otorinolaringologia,7,"0,243",Romania,Eastern Europe,"1952-1971, 1973-2020",Otorinolaringologia[Journal]
22321,Pharmazeutische Zeitung,Pharm Ztg (1856),7,"0,100",Germany,Western Europe,"1947-1948, 1985-2020",Pharmazeutische Zeitung[Journal]
22327,Pneumon,Pneumon,7,"0,169",Greece,Western Europe,2009-2020,Pneumon[Journal]
22532,Rorschachiana,Rorschachiana,7,"0,138",United States,Northern America,"2004, 2008-2020",Rorschachiana[Journal]
22546,Seikagaku. The Journal of Japanese Biochemical Society,Seikagaku,7,"0,102",Japan,Asiatic Region,"1962, 1964-2018",Seikagaku. The Journal of Japanese Biochemical Society[Journal]
22560,Smithsonian,Smithsonian,7,"0,101",United States,Northern America,"1971, 1975-1981, 1983-1984, 1987, 1989, 1996-1998, 2000-2011, 2013-2018",Smithsonian[Journal]
22582,Stanovnistvo,Stanovnistvo,7,"0,153",Serbia,Eastern Europe,"1978, 2007-2020",Stanovnistvo[Journal]
22611,Theology,Theology,7,"0,120",United States,Northern America,"1920-1922, 1924-1933, 1939-1946, 1968-1989, 1992-1993, 1995-2020",Theology[Journal]
22612,Therya,Therya,7,"0,319",Mexico,Latin America,2015-2020,Therya[Journal]
22639,Vacunas,Vacunas,7,"0,133",Spain,Western Europe,2005-2020,Vacunas[Journal]
22665,Zeitschrift der Deutschen Morgenlandischen Gesellschaft,Z Dtsch Morgenl Ges,7,"0,100",Germany,Western Europe,"1975, 1985, 2002-2009, 2011-2018",Zeitschrift der Deutschen Morgenlandischen Gesellschaft[Journal]
22671,Zeitschrift fur Geschichtswissenschaft,Z Geschichtswiss,7,"0,110",Germany,Western Europe,"1971, 1999, 2001-2020",Zeitschrift fur Geschichtswissenschaft[Journal]
22672,"Zeitschrift fur Herz-, Thorax- und Gefasschirurgie",Z Herz Thorax Gefasschir,7,"0,118",Germany,Western Europe,1997-2020,"Zeitschrift fur Herz-, Thorax- und Gefasschirurgie[Journal]"
22930,Annals of the International Communication Association,Ann Int Commun Assoc,6,"1,921",United States,Northern America,2019-2020,Annals of the International Communication Association[Journal]
22939,Archiv fur Reformationsgeschichte,Arch Reformation Hist,6,"0,100",Germany,Western Europe,"1904-1943, 1948, 1951-1995, 1999, 2001-2002, 2009-2011, 2013-2018",Archiv fur Reformationsgeschichte[Journal]
22950,Atenea,Atenea,6,"0,124",Chile,Latin America,"1979, 1984, 2000-2001, 2007-2020",Atenea[Journal]
23020,Communicable diseases intelligence (2018),Commun Dis Intell (2018),6,"0,616",Canada,Northern America,2018-2020,Communicable diseases intelligence (2018)[Journal]
23028,Consultant,Consultant,6,"0,101",United States,Northern America,"1987-1991, 1996-2019",Consultant[Journal]
23040,Cuadernos de bioetica : revista oficial de la Asociacion Espanola de Bioetica y Etica Medica,Cuad Bioet,6,"0,110",Spain,Western Europe,2008-2020,Cuadernos de bioetica : revista oficial de la Asociacion Espanola de Bioetica y Etica Medica[Journal]
23054,Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte,Dtsch Vierteljahresschr Litt Wiss Geistesgesch,6,"0,100",Germany,Western Europe,"1973, 1978, 1988, 1999, 2002-2020",Deutsche Vierteljahrsschrift fur Literaturwissenschaft und Geistesgeschichte[Journal]
23065,Dress,Dress,6,"0,102",United Kingdom,Western Europe,"1975-1995, 2000-2008, 2010-2020",Dress[Journal]
23159,Historia,Historia (Argentina),6,"0,111",Brazil,Latin America,2007-2020,Historia[Journal]
23159,Historia,Historia Santiago,6,"0,111",Brazil,Latin America,2007-2020,Historia[Journal]
23250,International journal of maritime history,Int J Marit Hist,6,"0,116",United States,Northern America,"2001-2002, 2011-2020",International journal of maritime history[Journal]
23357,Journal of the Dermatology Nurses' Association,J Dermatol Nurses Assoc,6,"0,127",United States,Northern America,2012-2020,Journal of the Dermatology Nurses' Association[Journal]
23371,Karstenia,Karstenia,6,"0,330",Finland,Western Europe,2013-2017,Karstenia[Journal]
23404,Mathematische Semesterberichte,Math Semesterber,6,"0,103",Germany,Western Europe,"1992-1994, 2005-2020",Mathematische Semesterberichte[Journal]
23724,Revista espanola de cardiologia (English ed.),Rev Esp Cardiol (Engl Ed),6,"0,995",Spain,Western Europe,2012-2020,Revista espanola de cardiologia (English ed.)[Journal]
23743,Revue du Nord,Rev Nord,6,"0,124",France,Western Europe,"1969-1970, 1972, 1974, 1977-1979, 1981-1985, 1988, 1999, 2001-2019",Revue du Nord[Journal]
23766,Scriptorium,Scriptorium,6,"0,101",Belgium,Western Europe,"1972, 1975, 1977-1979, 1982, 1984-1985, 1987, 1997, 2002-2019",Scriptorium[Journal]
23772,SICOT-J,SICOT J,6,"0,596",France,Western Europe,2020,SICOT-J[Journal]
23796,Soins; la revue de reference infirmiere,Soins,6,"0,142",France,Western Europe,"1965-1973, 1976-2020",Soins; la revue de reference infirmiere[Journal]
23799,Spinal cord series and cases,Spinal Cord Ser Cases,6,"0,239",United Kingdom,Western Europe,2018-2020,Spinal cord series and cases[Journal]
23866,Vaccine: X,Vaccine X,6,"1,316",United Kingdom,Western Europe,2019-2020,Vaccine: X[Journal]
23872,"Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury",Vopr Kurortol Fizioter Lech Fiz Kult,6,"0,111",Russian Federation,Eastern Europe,"1955, 1961-1963, 1965-2020","Voprosy kurortologii, fizioterapii, i lechebnoi fizicheskoi kultury[Journal]"
24178,Aegyptus,Aegyptus,5,"0,189",Italy,Western Europe,"1972, 1977, 2002-2018",Aegyptus[Journal]
24197,Annales de Bretagne et des pays de l'Ouest,Ann Bretagne Payes Ouest,5,"0,101",France,Western Europe,"1974-1975, 1977, 1979, 1981-1984, 1988-1989, 2002-2019",Annales de Bretagne et des pays de l'Ouest[Journal]
24202,Antichthon,Antichthon,5,"0,101",Australia,Pacific Region,"1986, 2011-2019",Antichthon[Journal]
24392,Dialog,Dialog,5,"0,114",United States,Northern America,"1980, 1994, 1996, 2010-2020",Dialog[Journal]
24483,Germanisch-Romanische Monatsschrift,Ger Rom Monatsschr,5,"0,100",Germany,Western Europe,"1972, 2002-2019",Germanisch-Romanische Monatsschrift[Journal]
24503,Historia scientiarum : international journal of the History of Science Society of Japan,Hist Sci (Tokyo),5,"0,101",Japan,Asiatic Region,"1981, 1983-1984, 1986, 1992-1993, 2001-2004, 2008-2019",Historia scientiarum : international journal of the History of Science Society of Japan[Journal]
24600,International Journal of Microsimulation,Int J Microsimul,5,"0,171",Luxembourg,Western Europe,2015-2020,International Journal of Microsimulation[Journal]
24617,Internistische Praxis,Internist Prax,5,"0,104",Germany,Western Europe,"1962, 1965, 1973-1980, 2001-2018",Internistische Praxis[Journal]
24651,Jahrbuch fur Antike und Christentum,Jahrb Antike Christentum,5,"0,102",Germany,Western Europe,"1965, 2002-2006, 2008-2010, 2012, 2014, 2016-2017",Jahrbuch fur Antike und Christentum[Journal]
24729,Journal of the Malaysian Branch of the Royal Asiatic Society,J Malays Branch R Asiat Soc,5,"0,101",Malaysia,Asiatic Region,"1972-1973, 1975-1976, 1988, 2010-2019",Journal of the Malaysian Branch of the Royal Asiatic Society[Journal]
24732,Journal of the West,J West,5,"0,100",United States,Northern America,"1969, 1972, 1977-1978, 1982, 1988-1990, 2000, 2002-2019",Journal of the West[Journal]
24766,Lias,Lias,5,"0,101",Belgium,Western Europe,"1974, 1983, 1989, 2002-2007, 2010-2019",Lias[Journal]
24787,MedEdPORTAL : the journal of teaching and learning resources,MedEdPORTAL,5,"0,281",United States,Northern America,2017-2020,MedEdPORTAL : the journal of teaching and learning resources[Journal]
24795,Melanges de la Casa de Velazquez,Melanges Casa Velazquez,5,"0,146",Spain,Western Europe,"1972, 2008-2011, 2013-2020",Melanges de la Casa de Velazquez[Journal]
24798,Microbiology Australia,Microbiol Aust,5,"0,221",Australia,Pacific Region,2018-2020,Microbiology Australia[Journal]
24799,"Midcontinental journal of archaeology, MCJA",MidCont J Archaeol,5,"0,616",United States,Northern America,"1980, 1989, 2000, 2015-2020","Midcontinental journal of archaeology, MCJA[Journal]"
24804,Ming studies,Ming Stud,5,"0,101",United States,Northern America,"1975-1991, 1994-2001, 2003-2020",Ming studies[Journal]
24827,New directions for student leadership,New Dir Stud Leadersh,5,"0,189",Japan,Asiatic Region,2015-2020,New directions for student leadership[Journal]
24836,Notizie di Politeia,Not Polit,5,"0,162",Italy,Western Europe,"2001-2002, 2004, 2015-2020",Notizie di Politeia[Journal]
25127,Quaerendo,Quaerendo,5,"0,103",Netherlands,Western Europe,"1971-1979, 1981-1985, 1987-2020",Quaerendo[Journal]
25145,Renaissance and Reformation,Renaiss Reform,5,"0,100",Canada,Northern America,"1968-1969, 1979, 1982, 1985, 1988, 2001-2020",Renaissance and Reformation[Journal]
25196,Romantisme,Romantisme,5,"0,117",France,Western Europe,"1981, 1999, 2001-2019",Romantisme[Journal]
